"siteid","longitude","latitude"
"360551007",-77.54817,43.14618
"360590005",-73.58549,40.74316
"360610115",-73.935649,40.8495500009336
"360610119",-73.95321,40.81133
"360610125",-74.00535,40.71163
"360610128",-73.98446,40.73
"360610134",-73.99518,40.71436
"360610135",-73.94825,40.81976
"360632008",-79.00106,43.08218
"360652001",-75.22506,43.09892
"360710002",-74.00885,41.49916
"360810120",-73.89313,40.72698
"360810124",-73.82153,40.73614
"360850111",-74.19832,40.58027
"360850114",-74.15732,40.63137
"361010003",-77.20978,42.09142
"361192004",-73.76366,41.05192
"370010002",-79.407821,36.089004
"370210034",-82.583333,35.6075000008935
"370330001",-79.467417,36.307033
"370350004",-81.365556,35.728889
"370510009",-78.953112,35.041416
"370570002",-80.2625,35.814444
"370630015",-78.89639,35.99194
"370670022",-80.226667,36.110556
"370670030",-80.342,36.026
"370710016",-81.153333,35.253056
"370810013",-79.801111,36.109167
"371110004",-81.993789,35.687404
"371170001",-76.89782,35.81069
"371190041",-80.785683,35.2401000008895
"371190042",-80.866983,35.1512830008885
"371290002",-77.838611,34.364167
"371590021",-80.395039,35.551868
"371730002",-83.443697,35.435509
"371830014",-78.574167,35.856111
"371910005",-77.993893,35.369214
"380070002",-103.37853,46.8943000009411
"380130004",-102.4018,48.6419300009354
"380150003",-100.76821,46.8254250009412
"380171004",-96.85535,46.933754000941
"380250003",-102.5273,47.31320000094
"380570004",-101.766944,47.2986110009401
"380650002",-101.428056,47.1858330009404
"390010001",-83.535278,38.795
"390090004",-82.118247,39.307978
"390171004",-84.3925,39.53
"390230005",-83.809722,39.928889
"390250022",-84.144193,39.082319
"390350038",-81.681944,41.476944
"390350060",-81.678542,41.493955
"390490028",-82.957222,39.914167
"390490029",-82.815556,40.086667
"390570005",-83.886944,39.808056
"390610006",-84.365974,39.278499
"390610040",-84.504167,39.128611
"390853002",-81.241944,41.7225
"390933002",-82.114444,41.463056
"390950024",-83.546667,41.644167
"390990014",-80.658426,41.095868
"391030003",-81.911667,41.102778
"391130032",-84.187778,39.760278
"391351001",-84.720833,39.835556
"391510020",-81.373333,40.800556
"391530017",-81.468611,41.063333
"391550007",-80.7875,41.214167
"391650007",-84.202208,39.427797
"400190297",-97.474341,34.2571250008782
"400270049",-97.484099,35.3201050008904
"400310651",-98.428796,34.6329830008827
"400430860",-98.931973,36.1584140008991
"400710602",-97.087656,36.7053280009044
"400979014",-95.249943,36.2284080008998
"401091037",-97.475083,35.6141310008935
"401159004",-94.838889,36.922222
"401159005",-94.8492,36.9858
"401210415",-95.784375,34.9022700008858
